,ann,return_sp_500
2002-03-08,1.0,-0.9495940920894341
2002-03-11,1.0,2.6271962404126548
2002-03-12,1.0,-5.922895435997688
2002-03-13,1.0,2.4144129937220704
2002-03-14,1.0,6.3860817535965175
2002-03-15,1.0,-7.555552082360517
2002-03-18,1.0,-2.2092467877901534
2002-03-19,1.0,5.8997147692493535
2002-03-20,1.0,3.9051541535308765
2002-03-21,1.0,-8.928663164671935
2002-03-22,1.0,5.188797616245822
2002-03-25,1.0,-4.074965234975991
2002-03-26,1.0,5.929579062697243
2002-03-27,1.0,-3.6476931020519743
2002-03-28,1.0,3.225888317909842
2002-04-01,1.0,-0.29598845930269846
2002-04-02,1.0,-0.7418555769258539
2002-04-03,1.0,-0.9071695631108767
2002-04-04,1.0,1.3984906561193888
2002-04-05,1.0,0.3832474238644856
2002-04-08,1.0,-4.847567236428674
2002-04-09,1.0,3.4366415605856737
2002-04-10,1.0,-2.060223962075458
2002-04-11,1.0,4.65595409156796
2002-04-12,1.0,-0.46697197796881085
2002-04-15,1.0,-0.48949234757031945
2002-04-16,1.0,-2.976485901999215
2002-04-17,1.0,-2.0617049925726327
2002-04-18,1.0,-1.4000338655817401
2002-04-19,1.0,6.7019239519427565
2002-04-22,1.0,-0.6785365564252466
2002-04-23,1.0,-13.205439519505724
2002-04-24,1.0,14.927424100655529
2002-04-25,1.0,-5.327897844967655
2002-04-26,1.0,0.9241460067751284
2002-04-29,1.0,-4.585591328210015
2002-04-30,1.0,8.76530173709007
2002-05-01,1.0,-3.8764040511629183
2002-05-02,1.0,0.6975153152321667
2002-05-03,1.0,-3.4335188594061705
2002-05-06,1.0,1.9573285978550459
2002-05-07,1.0,3.5858676896749486
2002-05-08,1.0,-5.549522792672956
2002-05-09,1.0,-0.8866831678969511
2002-05-10,1.0,6.240306516558913
2002-05-13,1.0,-7.794577180748252
2002-05-14,1.0,5.384722777650275
2002-05-15,1.0,-3.828588406271294
2002-05-16,1.0,2.895417182271931
2002-05-17,1.0,-3.1063002014062313
2002-05-20,1.0,2.3051022680792066
2002-05-21,1.0,-3.4943937214391596
2002-05-22,1.0,0.6302067549806445
2002-05-23,1.0,-0.5539390400930877
2002-05-24,1.0,3.93804456544089
2002-05-28,1.0,-2.4830274293856647
2002-05-29,1.0,2.5597423948537035
2002-05-30,1.0,0.014527201616587604
2002-05-31,1.0,-12.786646896234455
2002-06-03,1.0,11.15520357264348
2002-06-04,1.0,-2.788339972091247
2002-06-05,1.0,2.5477745779997285
2002-06-06,1.0,-6.511126256038047
2002-06-07,1.0,4.485777161807647
2002-06-10,1.0,7.277736151126213
2002-06-11,1.0,-4.845453489186369
2002-06-12,1.0,-4.378361619501359
2002-06-13,1.0,-3.1169892641768726
2002-06-14,1.0,2.0827641155105603
2002-06-17,1.0,5.2517955402000105
2002-06-18,1.0,-7.138410020059105
2002-06-19,1.0,3.434291241540155
2002-06-20,1.0,-6.712004295901952
2002-06-21,1.0,2.8733954288250096
2002-06-24,1.0,-1.8141998712543739
2002-06-25,1.0,0.887617508756211
2002-06-26,1.0,6.458391224468052
2002-06-27,1.0,-1.254884365623532
2002-06-28,1.0,-3.5506513490319414
2002-07-01,1.0,-1.5883076276939079
2002-07-02,1.0,-1.3979343571282499
2002-07-03,1.0,-1.1074847728910875
2002-07-05,1.0,2.4429038812380455
2002-07-08,1.0,-3.56682133569608
2002-07-09,1.0,7.8428519426474
2002-07-10,1.0,-6.703693657317267
2002-07-11,1.0,-1.7642437179073767
2002-07-12,1.0,-3.06841488414733
2002-07-15,1.0,5.251861500797439
2002-07-16,1.0,-4.345648202248675
2002-07-17,1.0,1.8019886981250899
2002-07-18,1.0,4.222397582594883
2002-07-19,1.0,-2.47829135650548
2002-07-22,1.0,-3.829887656604569
2002-07-23,1.0,1.3873730558097819
2002-07-24,1.0,-6.990619320976954
2002-07-25,1.0,3.416105866868868
2002-07-26,1.0,-1.2656656514401732
2002-07-29,1.0,4.33329528414621
2002-07-30,1.0,-4.377741118202749
2002-07-31,1.0,-3.9725959113697584
2002-08-01,1.0,6.330357246622587
2002-08-02,1.0,-7.617122129534248
2002-08-05,1.0,9.400389185617453
2002-08-06,1.0,-5.395596615565612
2002-08-07,1.0,-1.1527478558920556
2002-08-08,1.0,2.0658087676597603
2002-08-09,1.0,-0.5587928845109502
2002-08-12,1.0,-0.892990504930502
2002-08-13,1.0,-2.785732461002155
2002-08-14,1.0,6.5108760200015325
2002-08-15,1.0,-2.528492848505426
2002-08-16,1.0,-0.8660018871988306
2002-08-19,1.0,7.964068403137503
2002-08-20,1.0,-8.954752763609797
2002-08-21,1.0,4.3715564998978
2002-08-22,1.0,-1.538504544023489
2002-08-23,1.0,-10.26829568654648
2002-08-26,1.0,7.133928498265618
2002-08-27,1.0,2.6238578525170198
2002-08-28,1.0,-3.8977994049420595
2002-08-29,1.0,10.463714985882522
2002-08-30,1.0,-9.553257218536526
2002-09-03,1.0,7.515797836371174
2002-09-04,1.0,1.3016670674494968
2002-09-05,1.0,-7.840082167913209
2002-09-06,1.0,2.5575207643780296
2002-09-09,1.0,6.6646851742511615
2002-09-10,1.0,-3.8832543408794606
2002-09-11,1.0,-4.2824089524668985
2002-09-12,1.0,4.715506436367267
2002-09-13,1.0,-1.4639932455919435
2002-09-16,1.0,0.5491793572702797
2002-09-17,1.0,-8.786394423270583
2002-09-18,1.0,9.01771236597897
2002-09-19,1.0,-6.8248474555336
2002-09-20,1.0,5.967264665215222
2002-09-23,1.0,-5.968565216249644
2002-09-24,1.0,-1.9119455736235302
2002-09-25,1.0,0.7502748480348487
2002-09-26,1.0,5.614476376412902
2002-09-27,1.0,-13.116338837387076
2002-09-30,1.0,3.830130918172525
2002-10-01,1.0,9.025401064772964
2002-10-02,1.0,-0.9339514574265628
2002-10-03,1.0,-2.3831469963305096
2002-10-04,1.0,-4.361222289140443
2002-10-07,1.0,9.597939017891832
2002-10-08,1.0,-9.959585068372334
2002-10-09,1.0,1.4322652707505767
2002-10-10,1.0,-0.6359590646732194
2002-10-11,1.0,-2.306429210509986
2002-10-14,1.0,7.87574139861249
2002-10-15,1.0,-8.601090482884377
2002-10-16,1.0,4.875240636083511
2002-10-17,1.0,1.1430039379531465
2002-10-18,1.0,-0.9268325593096094
2002-10-21,1.0,-0.6712286469421791
2002-10-22,1.0,-3.823670043586791
2002-10-23,1.0,-3.20580894628133
2002-10-24,1.0,8.582211817311158
2002-10-25,1.0,6.415030800614652
2002-10-28,1.0,-4.846053053258181
2002-10-29,1.0,-8.394268229732216
2002-10-30,1.0,2.7193358522303868
2002-10-31,1.0,-1.3823718143227026
2002-11-01,1.0,6.677064119867726
2002-11-04,1.0,-5.776479055512507
2002-11-05,1.0,1.6077074694672788
2002-11-06,1.0,-0.44911348217713254
2002-11-07,1.0,-1.0067939486264166
2002-11-08,1.0,3.2775906859030535
2002-11-11,1.0,0.955877498387192
2002-11-12,1.0,0.4378928677456706
2002-11-13,1.0,-0.27695658614739216
2002-11-14,1.0,-4.05315859136488
2002-11-15,1.0,5.318511983600249
2002-11-18,1.0,1.3652596975801679
2002-11-19,1.0,-3.2354618776664346
2002-11-20,1.0,3.152261308441151
2002-11-21,1.0,2.3823346610210905
2002-11-22,1.0,-6.094430551958929
2002-11-25,1.0,9.331688196863652
2002-11-26,1.0,-9.92906751541387
2002-11-27,1.0,3.168960145922828
2002-11-29,1.0,1.4007252647408208
2002-12-02,1.0,3.375604397854026
2002-12-03,1.0,-4.67934819715321
2002-12-04,1.0,0.34122638164353347
2002-12-05,1.0,0.2755152354922963
2002-12-06,1.0,0.7623901291220925
2002-12-09,1.0,6.865298504098938
2002-12-10,1.0,-9.434118453553264
2002-12-11,1.0,1.0572178295077173
2002-12-12,1.0,-2.1423959935524373
2002-12-13,1.0,6.257738503127008
2002-12-16,1.0,-6.6368502566446
2002-12-17,1.0,6.0895282660812455
2002-12-18,1.0,3.2361584469796867
2002-12-19,1.0,-3.278222786201379
2002-12-20,1.0,-0.14791265376787877
2002-12-23,1.0,2.542246964373529
2002-12-24,1.0,-3.2222042746347768
2002-12-26,1.0,-2.826288048812131
2002-12-27,1.0,5.800346193608519
2002-12-30,1.0,-6.297194048425503
2002-12-31,1.0,6.071340312376972
2003-01-02,1.0,0.2375062302097497
2003-01-03,1.0,0.6169878152800123
2003-01-06,1.0,-5.641950305884347
2003-01-07,1.0,0.6713872438782964
2003-01-08,1.0,4.869968958501936
2003-01-09,1.0,-0.9415716461314894
2003-01-10,1.0,-2.211754998988802
2003-01-13,1.0,-1.0808369200375978
2003-01-14,1.0,2.231161570087714
2003-01-15,1.0,-3.3772079910171726
2003-01-16,1.0,6.980692853240988
2003-01-17,1.0,-10.520818479493776
2003-01-21,1.0,5.59224298323473
2003-01-22,1.0,-3.3357226511682825
2003-01-23,1.0,-3.9602567049624504
2003-01-24,1.0,8.540696189386843
2003-01-27,1.0,-8.851197987587245
2003-01-28,1.0,6.403445404116237
2003-01-29,1.0,-0.08588931791768672
2003-01-30,1.0,6.054870545626123
2003-01-31,1.0,-3.5272574310673654
2003-02-03,1.0,-7.356595692980772
2003-02-04,1.0,3.6318057838944817
2003-02-05,1.0,1.3853946215811597
2003-02-06,1.0,0.14801827198080986
2003-02-07,1.0,-4.366379753555361
2003-02-10,1.0,-2.7289977063627013
2003-02-11,1.0,-0.4967197002762269
2003-02-12,1.0,3.7558189017729227
2003-02-13,1.0,-4.4583881253482005
2003-02-14,1.0,2.397863855366733
2003-02-18,1.0,0.7702856964411531
2003-02-19,1.0,0.3719464283599372
2003-02-20,1.0,-2.858635103238605
2003-02-21,1.0,4.266789055938247
2003-02-24,1.0,-3.772383143792535
2003-02-25,1.0,-1.7543705592175662
2003-02-26,1.0,-0.8378787800782383
2003-02-27,1.0,3.2272792776473658
2003-02-28,1.0,-2.6412809765800738
2003-03-03,1.0,-0.9643631327158175
2003-03-04,1.0,3.1316089461397745
2003-03-05,1.0,-5.613562796698002
2003-03-06,1.0,6.051747308695532
2003-03-07,1.0,1.3464064577497936
2003-03-10,1.0,-2.1998662631908417
2003-03-11,1.0,-5.499125640914304
2003-03-12,1.0,4.524868920099223
2003-03-13,1.0,1.2425105082885857
2003-03-14,1.0,1.3912099443349035
2003-03-17,1.0,-5.302784482455625
2003-03-18,1.0,1.584287304607912
2003-03-19,1.0,0.372749139755868
2003-03-20,1.0,-1.9868955762151863
2003-03-21,1.0,1.446779254792574
2003-03-24,1.0,5.32831136047891
2003-03-25,1.0,1.966508931023725
2003-03-26,1.0,-1.1263163312138502
2003-03-27,1.0,-0.4575234664421224
2003-03-28,1.0,-4.068529060621007
2003-03-31,1.0,0.5264886061699947
2003-04-01,1.0,1.1738331300850113
2003-04-02,1.0,2.4294330278776144
2003-04-03,1.0,-0.8509647914181961
2003-04-04,1.0,-1.8849306607364724
2003-04-07,1.0,3.4072056810953377
2003-04-08,1.0,-7.498931768727157
2003-04-09,1.0,1.7149271009758493
2003-04-10,1.0,7.826282242717308
2003-04-11,1.0,-3.9290483591559955
2003-04-14,1.0,-0.21123617205587308
2003-04-15,1.0,3.047351699236245
2003-04-16,1.0,-5.674264254807415
2003-04-17,1.0,4.1382597943849575
2003-04-21,1.0,2.388468287120027
2003-04-22,1.0,-3.650045666654922
2003-04-23,1.0,-1.1274644822331759
2003-04-24,1.0,12.082992543558468
2003-04-25,1.0,-9.503964366717987
2003-04-28,1.0,7.152113345027455
2003-04-29,1.0,-7.338452623801839
2003-04-30,1.0,-1.42611098315637
2003-05-01,1.0,-0.6908383513533067
2003-05-02,1.0,10.102848724382785
2003-05-05,1.0,-8.524950081092797
2003-05-06,1.0,-1.4892794112530972
2003-05-07,1.0,4.215229051113134
2003-05-08,1.0,-2.100523253248099
2003-05-09,1.0,1.0253554268086162
2003-05-12,1.0,6.177590841592728
2003-05-13,1.0,-0.21216525627414384
2003-05-14,1.0,-3.082597267418574
2003-05-15,1.0,-1.0257330433689482
2003-05-16,1.0,2.576759730696665
2003-05-19,1.0,0.06942119016963844
2003-05-20,1.0,-2.7693572992594007
2003-05-21,1.0,2.037596681474785
2003-05-22,1.0,-0.4120641957775284
2003-05-23,1.0,-3.1108862159687334
2003-05-27,1.0,4.012220496195162
2003-05-28,1.0,3.968647064745756
2003-05-29,1.0,-10.006650838488351
2003-05-30,1.0,4.0756133080776635
2003-06-02,1.0,12.549612487433581
2003-06-03,1.0,-6.697490477237267
2003-06-04,1.0,4.511635967959382
2003-06-05,1.0,-6.656584537586863
2003-06-06,1.0,5.85771877960557
2003-06-09,1.0,-6.134871037906464
2003-06-10,1.0,-2.5492478253269724
2003-06-11,1.0,3.7170869340798163
2003-06-12,1.0,1.5510772425128216
2003-06-13,1.0,7.013838476123446
2003-06-16,1.0,-12.940542585891901
2003-06-17,1.0,5.045156071167511
2003-06-18,1.0,2.7683787841854546
2003-06-19,1.0,0.8857390180271985
2003-06-20,1.0,0.44836797933243133
2003-06-23,1.0,-1.3636757877605987
2003-06-24,1.0,-3.653858071922933
2003-06-25,1.0,-2.6377558179857097
2003-06-26,1.0,4.755640769235647
2003-06-27,1.0,1.6251088757953447
2003-06-30,1.0,0.32388775732972164
2003-07-01,1.0,2.055641613958592
2003-07-02,1.0,-2.2835573894540495
2003-07-03,1.0,3.8032547775724623
2003-07-07,1.0,-1.601478309922122
2003-07-08,1.0,4.3691639140921446
2003-07-09,1.0,-6.046516789263734
2003-07-10,1.0,2.9218369019077706
2003-07-11,1.0,-6.346402879975255
2003-07-14,1.0,1.5062615304104021
2003-07-15,1.0,2.083859256100151
2003-07-16,1.0,-5.055500606584484
2003-07-17,1.0,12.56633558583422
2003-07-18,1.0,-2.589287986245381
2003-07-21,1.0,-2.9958252367980442
2003-07-22,1.0,3.4802070422557563
2003-07-23,1.0,-6.657597336737098
2003-07-24,1.0,4.401082576501203
2003-07-25,1.0,1.2248949222827932
2003-07-28,1.0,-5.834178680796942
2003-07-29,1.0,-1.457383664124734
2003-07-30,1.0,4.112504772818593
2003-07-31,1.0,-7.577956408371733
2003-08-01,1.0,-0.11355061471522987
2003-08-04,1.0,7.566906758377101
2003-08-05,1.0,0.8409901272065312
2003-08-06,1.0,-0.7717712766675433
2003-08-07,1.0,2.9738767970225233
2003-08-08,1.0,-5.723923743846182
2003-08-11,1.0,-1.4823438750132034
2003-08-12,1.0,8.137682459424145
2003-08-13,1.0,-6.049511991071732
2003-08-14,1.0,5.119884291908239
2003-08-15,1.0,-3.1740301380351
2003-08-18,1.0,-4.235489138347326
2003-08-19,1.0,0.6180052911248346
2003-08-20,1.0,3.632947169051448
2003-08-21,1.0,4.927313056056537
2003-08-22,1.0,0.1712025843368714
2003-08-25,1.0,-16.87958724907066
2003-08-26,1.0,14.042360348180871
2003-08-27,1.0,1.1231359635942795
2003-08-28,1.0,-4.07124246025754
2003-08-29,1.0,0.42574330949953776
2003-09-02,1.0,-0.9268392229118128
2003-09-03,1.0,4.172228040109527
2003-09-04,1.0,-3.5607585331196567
2003-09-05,1.0,-2.5211388326134454
2003-09-08,1.0,7.918278633297948
2003-09-09,1.0,-6.107476184813443
2003-09-10,1.0,2.891344755932135
2003-09-11,1.0,5.164283112710066
2003-09-12,1.0,-8.126028072753577
2003-09-15,1.0,2.3741933589966457
2003-09-16,1.0,6.613900821894081
2003-09-17,1.0,-1.028738781609917
2003-09-18,1.0,-3.2137535859092736
2003-09-19,1.0,3.0041509330959393
2003-09-22,1.0,-5.841035334116107
2003-09-23,1.0,-3.3677022670365098
2003-09-24,1.0,8.844178789023882
2003-09-25,1.0,-2.25741391471308
2003-09-26,1.0,-1.70152862434918
2003-09-29,1.0,-3.192647587099273
2003-09-30,1.0,4.7048964904766954
2003-10-01,1.0,-2.9731879012884654
2003-10-02,1.0,1.1522484918227605
2003-10-03,1.0,0.4568511928768615
2003-10-06,1.0,-5.1046555975626795
2003-10-07,1.0,5.199760555920374
2003-10-08,1.0,2.743034287705104
2003-10-09,1.0,-7.87104487630419
2003-10-10,1.0,5.738803593467523
2003-10-13,1.0,5.251805646412588
2003-10-14,1.0,-6.277951023742823
2003-10-15,1.0,1.057781936382618
2003-10-16,1.0,-0.14992792168602165
2003-10-17,1.0,-5.582520035345251
2003-10-20,1.0,5.560562517328105
2003-10-21,1.0,2.985142805670815
2003-10-22,1.0,3.087031517423533
2003-10-23,1.0,-8.847803191985104
2003-10-24,1.0,2.281365471994512
2003-10-27,1.0,4.099949815771087
2003-10-28,1.0,-5.977994961520139
2003-10-29,1.0,2.416255142327639
2003-10-30,1.0,0.8015549698503044
2003-10-31,1.0,-2.358906828947216
2003-11-03,1.0,7.862963416697344
2003-11-04,1.0,-4.5050706002107255
2003-11-05,1.0,4.646508308812791
2003-11-06,1.0,-4.155010948673432
2003-11-07,1.0,-3.2730968492977297
2003-11-10,1.0,6.16030270332617
2003-11-11,1.0,-7.082193391470248
2003-11-12,1.0,7.4231764765523955
2003-11-13,1.0,0.14130115423416356
