date,sp_500,earnings,10y_usa_rate
1945-03-04,0.8533442031747978,-3.3052809523648166,5.010406777172346
1945-03-05,1.6658700255689958,-3.1041083781525427,4.772316198860659
1945-03-06,3.0221100541398194,-3.5725548923833697,4.757764734597098
1945-03-07,2.9500999325594854,-3.6317244005205747,5.253970263853992
1945-03-08,3.953632830451509,-4.1061538040721315,5.578634158031705
1945-03-09,4.315268855499143,-4.340411661764889,5.650542811158564
1945-03-10,3.670149100894019,-3.9884985849950216,5.753606432609345
1945-03-11,4.031544706402432,-3.4938615623779135,5.873930936712939
1945-03-12,5.569581272868401,-3.3832553954832307,5.767040881520542
1945-03-13,5.533755233758449,-3.7582928337779964,5.628516679122907
1945-03-14,7.098398889572455,-3.5674886235803176,5.7987305408766465
1945-03-15,4.478653785482711,-3.205788804601499,5.6783908806165755
1945-03-16,5.300556289857935,-4.191844677221358,5.966501336971884
1945-03-17,5.387603358096107,-4.1336052897058995,5.695844968372358
1945-03-18,5.088596007630239,-4.228700188905565,5.515528641665279
1945-03-19,5.180356784165741,-3.751844561200778,5.798661414384679
1945-03-20,3.1927878695648477,-3.558999978770028,5.741290919254234
1945-03-21,2.973115981727336,-3.3168241280336352,5.716771252702075
1945-03-22,3.330228553239083,-3.5577796112241162,5.845857617037611
1945-03-23,4.808122597980599,-3.5569537526578983,6.077612068867545
1945-03-24,4.289852379706952,-3.0851112677559542,6.199567771970223
1945-03-25,3.4813587768137637,-3.117551134241092,6.257020503118761
1945-03-26,2.9796017332292273,-3.030216356375305,6.417154771850241
1945-03-27,3.8950038509313014,-3.798195005596338,6.498983845272775
1945-03-28,4.223754960590986,-3.8324650237599456,6.71600686322469
1945-03-29,3.6939947568239475,-4.838465007813001,7.2873875206187995
1945-03-30,4.207262189937303,-5.09653744249213,7.388454617956788
1945-03-31,4.304339739285343,-5.06477966362868,7.216485803987862
1945-04-01,5.272984729818232,-4.681264266386394,7.424235051760927
1945-04-02,4.5709316359408785,-5.180844238112383,7.394986956443052
1945-04-03,4.24326948934311,-4.9940021663773315,7.462415909915429
1945-04-04,3.851161336210952,-4.259755464196267,7.5357492243789235
1945-04-05,2.3876463880788332,-4.580127397054079,7.419424075098194
1945-04-06,2.683766665143409,-5.353653857915408,7.345262749303634
1945-04-07,2.944821937323299,-5.208733879386863,6.88359149736158
1945-04-08,2.9499353939657595,-5.8047323826550095,6.863305460275215
1945-04-09,2.7153482605906127,-6.214231669391769,6.975465544489756
1945-04-10,1.2999775185401976,-5.752563198540527,6.9783924368955565
1945-04-11,0.8793321957748379,-4.814113560852186,6.886387653039432
1945-04-12,0.536617679248069,-5.314458619022928,6.961808851723059
1945-04-13,-0.2656595899735503,-5.683168489030635,6.773306888393858
1945-04-14,-0.42694530163955946,-5.903102970235045,6.561714292293562
1945-04-15,-0.022894444825020344,-6.177006996997759,6.666881709076935
1945-04-16,1.8632914563855092,-5.210360740091741,6.783060773600012
1945-04-17,2.0378692692173477,-5.475644654935635,6.8852712286298265
1945-04-18,2.295419659940112,-5.669520612198699,6.825165497471121
1945-04-19,2.2209737441739446,-4.861431875611286,7.043884120191516
1945-04-20,0.3022025288749024,-4.573093719841635,6.819133414274766
1945-04-21,0.2756886534256857,-4.080144103367013,6.759732403504979
1945-04-22,0.3359188633667127,-4.533200539878209,6.909294305172254
1945-04-23,2.799160975851999,-4.798290381466076,7.0812126955499055
1945-04-24,2.6068000110708756,-5.318149560305557,6.926735924035531
1945-04-25,2.908347353404489,-4.917518787287649,7.355255153560848
1945-04-26,2.8736355836992455,-4.304897183395926,7.329152765703315
1945-04-27,1.7049575460797133,-4.604784367986683,7.346716819063557
1945-04-28,2.8477803605947347,-4.786905029438821,7.542341031742571
1945-04-29,3.599713393281508,-4.94715006195815,7.85272818197749
1945-04-30,4.390745340324555,-5.720762058597238,7.865035155321621
1945-05-01,3.4813578855298157,-6.057673097477065,8.099688302443926
1945-05-02,4.884152196465914,-5.671039990095265,8.008455706989796
1945-05-03,3.4823011336736336,-6.108749242317812,8.342142041833572
1945-05-04,4.069158227473904,-6.062258311215317,8.34986169270464
1945-05-05,6.2596138532838825,-6.7162677984473955,8.412748045399535
1945-05-06,5.269077528153194,-6.78826825401183,8.34339314400377
1945-05-07,4.702779798550422,-7.069928831304834,8.386590644642421
1945-05-08,4.802431163638063,-7.680764573196717,8.24052070767322
1945-05-09,4.298955509521864,-7.2855715251191615,8.228030556255451
1945-05-10,2.748292078455732,-6.862257844518652,8.231455718252537
1945-05-11,2.81685505326176,-7.347027200636639,8.02027058422011
1945-05-12,1.754551339535654,-7.455118932733502,7.906034934894877
1945-05-13,2.228143770170835,-7.432959591197276,7.486091659703628
1945-05-14,1.3087195359370316,-8.340340484761201,7.2379580084223205
1945-05-15,2.8586539409545715,-9.038886847958217,7.235146083755043
1945-05-16,2.0754006486183343,-8.395744629774827,7.4270438674608075
1945-05-17,1.753339132412659,-8.928308078026111,7.355643892946977
1945-05-18,2.566856349782329,-8.299216523900263,7.349530684413305
1945-05-19,1.335992033348374,-8.971923361091928,7.581869404159383
1945-05-20,1.5634519679525027,-8.642509472521727,7.748514591252296
1945-05-21,2.87059472223493,-8.798161026276894,7.912263549419224
1945-05-22,1.2631114876737026,-8.883544160854077,7.936107087506565
1945-05-23,1.4477453462060073,-7.9555762040870945,7.838082112098754
1945-05-24,1.70762814045443,-8.582669521246435,7.917234433124409
1945-05-25,2.48945101223174,-8.2852704231159,8.173738383130523
1945-05-26,1.252500301353658,-8.008525591336989,8.535228123814406
1945-05-27,-0.06795631173061878,-6.3312388967538,9.016425204980354
1945-05-28,0.45398525388627853,-6.869804306869743,9.32236482096828
1945-05-29,0.7509699271194652,-7.182796703621461,9.331103227889603
1945-05-30,1.001462777465342,-6.774835560705184,9.09061806633498
1945-05-31,1.347910986962317,-6.8749674903061155,9.21101593257783
1945-06-01,0.6678862653838262,-7.10649296867199,9.43033332806349
1945-06-02,0.900139962544829,-6.627737224510407,8.919669105580336
1945-06-03,1.1932124358435097,-6.761021442662267,8.623847882670916
1945-06-04,0.47886101781714174,-7.206950977852976,8.532482154725223
1945-06-05,2.3446355289618985,-6.843845900471986,8.37870296333245
1945-06-06,2.818468449873686,-6.656201896458056,8.056891563215038
1945-06-07,1.6271649526710377,-6.812625194261043,8.132901200679376
1945-06-08,2.283718561304868,-6.992775953641054,8.381139093233909
1945-06-09,1.3090368910775467,-7.450229256111335,8.343457738768468
1945-06-10,2.0961214948199984,-7.087680828553664,8.01143993051104
1945-06-11,3.2547170738274023,-7.2677347371808505,8.052696985257727
1945-06-12,2.4340347554756914,-7.652657688967686,7.8307033819607
1945-06-13,3.3974108847200135,-8.295435272563614,7.6289793024339705
1945-06-14,3.8101918116565123,-8.099358093609196,7.820926814248364
1945-06-15,4.6322519716510016,-8.353649583065694,8.060970452510809
1945-06-16,6.529044954304949,-9.35998724006023,8.00311193738078
1945-06-17,6.283656838302078,-9.961621634882253,8.149333547543423
1945-06-18,5.529920673944589,-10.078420102711744,7.934482044008845
1945-06-19,4.640406244319065,-10.181188935170328,8.040299003111112
1945-06-20,3.8245959593536263,-10.302960060355653,7.9635241527395735
1945-06-21,3.747494249939523,-10.494338116139435,7.698410119608577
1945-06-22,4.088646224756166,-11.23226497750764,7.516982163282349
1945-06-23,4.365337024086186,-11.669539239582166,7.598993435493395
1945-06-24,5.192520273122209,-11.077650746340115,7.302872961763236
1945-06-25,5.205522165000116,-10.559536682913583,7.246538439053721
1945-06-26,6.659056242157433,-10.270560791741557,7.460218650292699
1945-06-27,6.394399408919477,-10.025809489721222,7.361653503369029
1945-06-28,9.114568575509097,-9.573431535688476,7.053400789395802
1945-06-29,9.740235923274103,-10.133828904434527,6.998001133752105
1945-06-30,8.88307836685782,-10.117364721056052,7.133531686327867
1945-07-01,7.812185868796707,-10.677498296379532,6.873997010842621
1945-07-02,8.294658284039892,-11.22895553126217,7.111409631213538
1945-07-03,8.07119549871404,-11.0449230623887,7.264076068941816
1945-07-04,8.785195992806134,-10.571547842820761,7.334099435535364
1945-07-05,9.258433617379678,-10.668472410032031,7.449566163055382
1945-07-06,9.185604704722806,-9.84397219392728,7.475000207059073
1945-07-07,8.338810986654401,-9.738080030404513,7.541854783872758
1945-07-08,6.823963761968535,-10.126472796612768,7.556146705022416
1945-07-09,6.377448809901514,-10.669837072549605,7.732731195624534
1945-07-10,7.233847604224986,-10.160771330457246,7.991306782464311
1945-07-11,7.44794134835519,-10.096541772587338,7.827140948687614
1945-07-12,6.202202569643202,-9.758518083502597,7.686774516469569
1945-07-13,6.3753834954943835,-11.087499713729219,7.608519378589
1945-07-14,6.76070087522322,-10.96516369655575,7.486763713927332
1945-07-15,5.876843439022087,-11.221050790803869,7.7135270314321795
1945-07-16,6.030568544967615,-11.9179305587623,7.413604277494577
1945-07-17,6.088777263413615,-11.949271730236513,7.522145303142673
1945-07-18,4.945806965582992,-11.403364963409285,7.79948533816278
1945-07-19,5.303594325931275,-10.270250820199426,7.683737775409368
1945-07-20,5.8643788522995095,-10.14917461653817,7.978150336735076
1945-07-21,6.947430095474786,-10.503747911518932,8.209617170909567
1945-07-22,8.00123214750969,-10.888499189778166,8.139769568437352
1945-07-23,6.623562779552598,-10.406933008745566,8.303528314234516
1945-07-24,5.685737739637475,-10.905370068322013,8.138204865608436
1945-07-25,6.200773006846135,-10.59415637855813,7.917857683772102
1945-07-26,6.714558957758344,-10.447315783578322,7.825099968864113
1945-07-27,7.229606644064392,-10.355765087636883,8.095161950085629
1945-07-28,11.082338134719112,-11.13982438257728,8.003500717174461
1945-07-29,11.65322864541228,-11.31830348369044,8.011835843324953
1945-07-30,12.788794285592878,-12.047382379369248,7.8109606328010335
1945-07-31,13.742796049086081,-12.341506080027631,7.98429107796217
1945-08-01,14.394187300391879,-11.882936749267376,8.150583065816605
1945-08-02,14.078918055751533,-11.267407797589593,8.009723171155827
1945-08-03,14.837887276244802,-11.16043347284415,7.546312780319978
1945-08-04,14.065062061707229,-11.445603729061144,7.473967225866454
1945-08-05,13.82824345496722,-10.651554062880935,7.562473634856397
1945-08-06,13.342879907138117,-10.943349379759026,7.559834597463936
1945-08-07,13.42475404652444,-11.511192625663528,7.5759307392374
1945-08-08,15.739412613197949,-11.162951141705136,7.645836285229969
1945-08-09,13.8721474206062,-10.934084120420282,7.543645086616928
1945-08-10,14.558407610980714,-11.205372075883202,7.292580329541932
1945-08-11,12.945691739791062,-11.155259461098419,7.44038131862015
1945-08-12,12.473759874001628,-10.934179466672532,7.263401479605249
1945-08-13,13.562710470968995,-10.832340046146625,7.023077962709375
1945-08-14,13.626990490064458,-10.602870568664335,7.123090907476909
1945-08-15,12.549245712135152,-10.855727999444321,6.901928086858749
1945-08-16,11.833942002875183,-10.592605477324522,6.738290675163089
1945-08-17,12.513539751809859,-10.58382655853288,7.054406287828841
1945-08-18,11.783173120092721,-10.819731819301058,7.372118957263967
1945-08-19,11.999631709674697,-10.942674200417695,7.61037220713964
1945-08-20,12.04520354957851,-10.991625118379904,7.762245453313657
1945-08-21,11.393603201972693,-11.714314286910543,7.993525050719719
1945-08-22,13.537547291298019,-12.032643910195507,8.386045922444776
1945-08-23,14.17146631361603,-12.000191152399113,8.604872257661428
1945-08-24,12.146323726958423,-12.675686670093539,8.655127936595651
1945-08-25,12.33277804172785,-12.98564850100083,8.829717735004952
1945-08-26,11.670991576959462,-11.793326011814894,8.73672943996554
1945-08-27,12.523424911755686,-12.357955194225491,8.765993572119646
1945-08-28,11.730904173322987,-12.549862150550705,8.804152442129002
1945-08-29,11.616167731856088,-12.96672078981507,8.776535811841972
1945-08-30,12.121155010836544,-13.02515579179174,8.713567081529416
1945-08-31,12.986910205006666,-13.43261496335923,8.971139428816658
1945-09-01,11.786613797950888,-13.554236525005447,8.780543927479998
1945-09-02,11.45211256210994,-13.913510042580393,8.810098648093838
1945-09-03,10.977167250948984,-13.38594613439548,8.55223285902758
1945-09-04,10.323838018375273,-13.345127615535707,8.15068974631486
1945-09-05,12.08929225865637,-13.846613944017317,8.389726655999956
1945-09-06,12.494273969617325,-13.42621568210097,8.646900568282389
1945-09-07,11.23339001528228,-13.905348990116027,8.54981917152438
1945-09-08,12.151251962337057,-14.687389084571851,8.559945651470812
1945-09-09,14.273408159349689,-14.688910328288255,8.502086936872303
1945-09-10,15.305873419900838,-13.735278116118266,8.444438022770619
1945-09-11,13.786503453946823,-14.64911018057621,8.346831956648723
1945-09-12,13.302269381080572,-15.31460414136076,8.438847307963686
1945-09-13,14.569180530267195,-14.938341309780338,8.362615222881042
1945-09-14,13.861511064648415,-15.259502009586317,8.445617790706638
1945-09-15,14.305330492794642,-14.953527725963045,8.77915963567505
1945-09-16,15.07996454622398,-15.37227217943402,8.857070989423185
1945-09-17,14.153034074645896,-15.301291090729432,8.882030893337951
1945-09-18,14.093508718584097,-14.429054128036688,8.76773422733083
1945-09-19,10.852241378515025,-15.026348951547623,8.764856654212139
1945-09-20,9.827853737180735,-14.514468546478971,8.430766192568324
1945-09-21,9.575285585787574,-14.174615148162928,8.738700809871276
1945-09-22,8.327502403822724,-14.919237273712383,8.547089689352386
1945-09-23,9.95991370775436,-14.639787011841497,8.163368934402776
1945-09-24,8.529772329793726,-14.603383947410194,8.142459024258732
1945-09-25,8.089727843096743,-14.55783694245333,8.213303142830508
1945-09-26,8.220468420382835,-14.389578159227478,8.478204275026945
1945-09-27,9.66174170944895,-14.56476108143538,8.527162311406244
1945-09-28,8.225879558269511,-14.52971160196418,8.712260019954702
1945-09-29,9.389043310424471,-14.408985389444036,8.898226486689229
1945-09-30,9.399276371444058,-14.035956420001272,9.064622361437348
1945-10-01,8.417767720396107,-14.799536936690313,8.837894532809184
1945-10-02,8.879871194659376,-14.15409398844476,8.940082323069031
1945-10-03,9.078930890232847,-14.731739159974367,8.663074637358076
1945-10-04,8.478714013074052,-14.350924927901174,9.061953447732147
1945-10-05,8.54851609806407,-14.311202378264785,9.201483304402009
1945-10-06,8.16320250120231,-14.951780549664134,9.076524328719634
1945-10-07,8.27671984645356,-14.687707814812132,9.151695232434392
1945-10-08,8.938850520974604,-15.160411134409717,8.949582544404205
1945-10-09,10.524867337119957,-14.626013356830898,8.638645318731022
1945-10-10,9.287051838293108,-14.98143077608152,8.814001491487769
1945-10-11,11.420085212949374,-15.728923824884209,8.617830710482421
1945-10-12,9.467997413426872,-14.962001272366061,8.5816278163255
1945-10-13,9.31621231839129,-14.871339436747606,8.622737989100093
1945-10-14,9.904529524875866,-14.437743873866948,8.586253963648815
1945-10-15,10.185521392610898,-14.863479813243632,8.380646832174627
1945-10-16,9.562821872790305,-15.809385081597732,8.392787630200758
1945-10-17,9.35469962243303,-14.971783869553843,8.422392627639589
1945-10-18,8.861698687774197,-14.974997275643316,8.596654432507204
1945-10-19,8.272333930829985,-14.729321328561543,9.085632367918045
1945-10-20,9.12193602785101,-14.401023438262408,8.690368454485256
1945-10-21,9.478951513816057,-14.568718964770254,8.530664225522194
1945-10-22,8.786041918555403,-14.455604190962495,8.575252624631867
1945-10-23,9.685641793988655,-13.658627894709772,8.777406432034194
1945-10-24,9.992941314865263,-13.674848509149438,8.84667362232926
1945-10-25,10.805803433704224,-13.203797850939651,9.071272153161749
1945-10-26,11.435432275627836,-14.199421340954961,8.77530822773228
1945-10-27,10.606437264705763,-13.637541025795354,8.711775181579206
1945-10-28,10.046256224508793,-14.398543174798341,9.004095865292264
1945-10-29,10.793549829632056,-13.893838762781591,8.83204593379887
1945-10-30,11.40392009506552,-13.698523152555955,8.252238835149091
1945-10-31,11.383018501101372,-13.746483490592894,8.088884564918821
1945-11-01,11.500345884410153,-13.79627760119686,8.1763489285789
1945-11-02,12.778010780198578,-13.922643147875526,8.162187851104438
1945-11-03,12.186439391362748,-14.332977907597307,7.905213075206889
1945-11-04,12.733536772532787,-14.43596604691233,7.760907561830067
1945-11-05,12.531344120098893,-13.331936508157787,7.494791326953211
1945-11-06,12.313662916871673,-12.680783152765422,7.252188846138098
1945-11-07,13.412439768858862,-13.116284742026638,7.076389896919698
1945-11-08,14.237856117846892,-12.982441040862994,7.097486411073369
1945-11-09,15.05136575384753,-12.934451459244778,6.619881431805562
1945-11-10,16.35684456100186,-13.005598180749613,6.893029305999548
1945-11-11,16.37784840263462,-13.506986959068353,6.872326902754139
1945-11-12,17.05980137392958,-13.284037966665027,6.650995131701521
1945-11-13,16.749534617336128,-12.861002151707709,6.456287964272389
1945-11-14,17.073700969824568,-13.2779514942411,6.329340729640022
1945-11-15,16.943557915456886,-12.300180785596496,6.330590020782557
1945-11-16,17.040553880449604,-11.539179160978719,6.360858356450018
1945-11-17,17.635710905886516,-11.265096381503103,6.322091210247355
1945-11-18,16.817490222653042,-11.880956232837509,6.17100840478256
1945-11-19,18.909877498338503,-11.680251919845228,6.168815856395649
1945-11-20,17.903860116838803,-11.539262919062995,5.754018184489622
1945-11-21,16.68967150405107,-11.282685280953746,5.510946763943595
1945-11-22,17.847782377551138,-10.487453144808878,5.375704599806432
1945-11-23,18.639445071514075,-10.575440172117188,5.107258991701119
1945-11-24,19.26356488856623,-9.551526882289316,5.063515949662374
1945-11-25,19.891910397830507,-9.348274709292442,4.795903732069095
1945-11-26,19.879663624983593,-9.493506297123075,5.138510289565308
1945-11-27,18.982409253497764,-8.293817693769869,4.846986878402106
1945-11-28,19.058213811691488,-7.878871743759824,5.149234698294716
1945-11-29,18.381052100179378,-8.10623868723856,4.748188649673929
1945-11-30,19.35617183359713,-8.064130392765339,5.149210451990255
1945-12-01,19.20911445209499,-7.746513881838071,5.2660100036626485
1945-12-02,18.38361725530248,-7.821944395230743,5.424327989452648
1945-12-03,18.062231413649485,-7.754990460708267,5.1512653478936485
1945-12-04,18.47516286792511,-8.163592262539629,5.086731004760828
1945-12-05,17.911438315121135,-9.006189527943583,5.035242354212557
1945-12-06,17.089217919554702,-8.952979866571226,5.015089077964732
1945-12-07,17.332905131046616,-8.882965955458282,5.2696096333338405
1945-12-08,17.57787170215534,-8.619406159679354,5.407873245701128
1945-12-09,17.070928526784208,-8.907501013232451,5.374728968590555
1945-12-10,16.599890221165886,-9.577778160502785,5.574549072450481
1945-12-11,16.831940158523523,-10.060440395376459,5.811177727310346
1945-12-12,15.383855817026198,-9.532623516956546,5.697588346691291
1945-12-13,13.976392042649643,-9.865929173060332,5.578139236588688
1945-12-14,13.257947821397208,-10.086969665962213,6.010478287040375
1945-12-15,13.044500669685359,-10.243176447877769,5.962508733695542
1945-12-16,13.355408235283365,-10.552814532521165,5.833914562642866
1945-12-17,14.830764452232916,-10.899419946287582,5.803013029545955
1945-12-18,15.688424075434936,-11.334981728604486,6.017905459230374
1945-12-19,15.528485545471508,-10.634653441320387,6.1615816277979825
1945-12-20,15.50946933756882,-10.294603099648922,6.136465117854319
1945-12-21,14.506939972931011,-9.670692713073803,6.258782877917856
1945-12-22,14.48842683693862,-8.946022834843385,6.3088397456856065
1945-12-23,14.199768198018482,-10.120962733559875,6.280396512259822
1945-12-24,14.522486758356571,-9.949235412545836,6.220390769310718
1945-12-25,13.695255814804248,-10.242324729494994,6.249998935528076
1945-12-26,14.214602329045421,-9.68391990731832,6.166768069774337
1945-12-27,15.747341242047998,-10.0546555089396,6.180895580852065
1945-12-28,15.638581093591142,-10.581730387121455,6.170988555288794
1945-12-29,16.040292815690083,-11.298753317448007,5.880866244786658
1945-12-30,16.730436807401194,-11.450090772937408,5.775008945318488
1945-12-31,16.32921633551536,-10.992618141673253,5.723329082467736
1946-01-01,16.553308817325775,-10.864534533242598,6.0952720664668245
1946-01-02,16.56590121810757,-11.46585866581067,6.063267670768193
1946-01-03,16.6635773166564,-10.389529120629724,6.117915782024368
1946-01-04,15.890567532800937,-10.064759800883941,6.548180311075528
1946-01-05,15.91507770705988,-9.676054743005098,6.232334293598855
1946-01-06,16.413075998305327,-9.033540329331268,5.925453880076913
1946-01-07,17.86421960610037,-9.853648123644158,5.769788764484187
1946-01-08,18.823490432185576,-10.309365192938099,5.703174877273607
1946-01-09,20.976672889697134,-9.897859514475963,5.656752210952922
1946-01-10,20.209325326809083,-10.3032286784867,5.554577483764668
1946-01-11,21.08164596352976,-10.440735414614224,5.307844082642995
1946-01-12,21.264987969268113,-10.479605741029873,5.502641723215186
1946-01-13,23.454790902485783,-11.118308435344833,5.4118367879401195
1946-01-14,22.646492617130633,-11.298717026411653,5.648703813541052
1946-01-15,21.806770774949857,-10.841465417735737,5.445296709002584
1946-01-16,21.207378129505834,-10.476738472826817,5.837234677697294
1946-01-17,19.08348240519603,-9.920231141843082,5.504080221115861
1946-01-18,18.557727383515267,-9.415293204947684,5.501181903716679
1946-01-19,17.79859472196157,-9.212356242096392,5.301507339114818
1946-01-20,17.94898850843778,-9.049016992941542,5.3086200244069985
1946-01-21,18.290744484214937,-8.922351612888233,5.112717641365865
1946-01-22,20.16691532343082,-9.235875196515213,4.683647733535031
1946-01-23,21.117339161616876,-9.75084755837552,4.527509643723591
1946-01-24,20.54043550595447,-10.09564623143547,4.846731063490167
1946-01-25,19.642020834606114,-10.258660889714205,4.646726510276372
1946-01-26,20.133940006112617,-10.586573862085594,4.748415492378069
1946-01-27,18.813706799091975,-10.379657992843637,4.749554635128279
1946-01-28,20.645165564946332,-10.278710384811511,4.6586192931455574
1946-01-29,21.824605685667617,-10.124048635451402,5.067290676144373
1946-01-30,21.35543003356291,-9.948344602493512,5.0043857779845204
1946-01-31,19.642295504472035,-9.350512633601245,5.038273290899113
1946-02-01,20.996167878637447,-9.354799079794795,5.055405853596898
1946-02-02,20.88162803338483,-8.850614362877488,5.370406182558657
1946-02-03,22.11944434535829,-8.592321683887905,5.07068799105487
1946-02-04,20.525016686563923,-8.027504915570361,5.519522181294903
1946-02-05,19.92564166361015,-7.220189998377075,5.823411659940922
1946-02-06,19.930885363328333,-6.931865208387539,5.902944986596427
1946-02-07,19.977865957093076,-6.87998108355154,6.02657641349972
1946-02-08,19.52780048561383,-6.831327174829886,5.980962968245402
1946-02-09,20.15065041796133,-7.066410214610805,6.010980074442805
1946-02-10,19.083029988578737,-7.318296287898834,6.094978398036286
1946-02-11,18.940650503557443,-6.867237706243066,5.913256773864286
1946-02-12,19.06094613526934,-7.349072852466843,6.217136951778577
1946-02-13,19.57538496932809,-6.541686534685731,6.261961198039254
1946-02-14,20.28699984741698,-6.617548161137741,6.2902827144368825
1946-02-15,19.162357755579112,-5.186509214576334,6.11694417241981
1946-02-16,17.62824358484349,-5.533066927991142,6.350892665084438
1946-02-17,18.905920406742,-5.407972468000975,6.341704156176871
1946-02-18,19.23823441872159,-5.583897103125184,6.23666945622414
1946-02-19,18.489747882165034,-5.98043914889682,6.019464778859739
1946-02-20,20.04089985768756,-5.4485389734574605,5.987159010808453
1946-02-21,20.156574491980418,-6.0013160706563635,5.75321717016341
1946-02-22,21.335871676044242,-6.339353324143481,5.822383447672298
1946-02-23,21.403390157454353,-6.046193469686026,5.977258582208696
1946-02-24,23.46413808233634,-5.673713064211324,5.898653266544601
1946-02-25,25.219478924779544,-6.369655774825084,5.945874619778246
1946-02-26,24.970514776300472,-6.078817332217397,6.189900564982509
1946-02-27,25.942085727254828,-6.014367375509227,6.155333274320603
1946-02-28,26.587461676839975,-6.473229054439992,6.134249917140039
1946-03-01,27.956093234372325,-6.867669822107769,6.135352541358142
1946-03-02,26.99116977379222,-7.8843955360819695,6.047234967381495
1946-03-03,27.67722123379066,-7.025673322183181,5.976904303255287
1946-03-04,28.73564572064025,-6.517963114694678,5.823153527407703
1946-03-05,26.976906234217132,-7.162535619783787,5.909049954683498
1946-03-06,25.79364772155136,-6.763081783387889,5.894737659982133
